id,antecedents,consequents,antecedent_support,consequent_support,support,confidence,lift,leverage,conviction,zhangs_metric,kulczynski,imbalance_ratio,cosine,composite_score,rule_category
197,"ARTISAN PASTA PENNE, ORGANIC TOMATO BASIL SAUCE","AGED PARMESAN REGGIANO, GARLIC HERB BREADSTICKS",0.069663,0.058876,0.022921,0.329032,5.588525,0.01882,1.402636,0.882542,0.359173,0.102128,0.357906,0.6268,High-Lift Affinity Pair
198,"LARGE DESK PAD BLACK, MONITOR LIGHT BAR, WIRELESS ERGONOMIC MOUSE",USB-C MULTIPORT ADAPTER,0.030112,0.101573,0.017079,0.567164,5.583807,0.01402,2.075676,0.846398,0.367653,0.623529,0.30881,0.6861,High-Lift Affinity Pair
199,"ARTISAN PASTA PENNE, ITALIAN EXTRA VIRGIN OLIVE OIL",AGED PARMESAN REGGIANO,0.067865,0.102022,0.038652,0.569536,5.582461,0.031728,2.086071,0.880632,0.474196,0.260274,0.464512,0.7205,High-Lift Affinity Pair
200,AGED PARMESAN REGGIANO,"ARTISAN PASTA PENNE, ITALIAN EXTRA VIRGIN OLIVE OIL",0.102022,0.067865,0.038652,0.378855,5.582461,0.031728,1.500671,0.914129,0.474196,0.260274,0.464512,0.6666,High-Lift Affinity Pair
201,"HEART OF WICKER LARGE, HEART OF WICKER SMALL",REGENCY CAKESTAND 3 TIER,0.05618,0.113258,0.035506,0.632,5.580159,0.029143,2.409624,0.86965,0.472746,0.426174,0.445115,0.7336,High-Confidence Cross-Sell
202,REGENCY CAKESTAND 3 TIER,"HEART OF WICKER LARGE, HEART OF WICKER SMALL",0.113258,0.05618,0.035506,0.313492,5.580159,0.029143,1.374813,0.925629,0.472746,0.426174,0.445115,0.6436,High-Lift Affinity Pair
203,"REGENCY CAKESTAND 3 TIER, SET OF 3 CAKE TINS PANTRY","HEART OF WICKER LARGE, WHITE HANGING HEART T-LIGHT HOLDER",0.060674,0.062472,0.021124,0.348148,5.572875,0.017333,1.438253,0.873562,0.343139,0.017621,0.343102,0.6281,High-Lift Affinity Pair
204,"STRAWBERRY PRESERVES, SWEET CREAM BUTTER, WHOLE WHEAT BREAD",ORGANIC WHOLE MILK,0.027865,0.10427,0.01618,0.580645,5.568687,0.013274,2.135972,0.843941,0.367909,0.658915,0.300167,0.6876,High-Lift Affinity Pair
205,"BLUEBERRY SCONE, PAIN AU CHOCOLAT","ALMOND DANISH, CAPPUCCINO CUP & SAUCER",0.062022,0.062472,0.021573,0.347826,5.56772,0.017698,1.437543,0.874641,0.346575,0.004367,0.346573,0.6284,High-Lift Affinity Pair
206,"ALMOND DANISH, CAPPUCCINO CUP & SAUCER","BLUEBERRY SCONE, PAIN AU CHOCOLAT",0.062472,0.062022,0.021573,0.345324,5.56772,0.017698,1.432735,0.87506,0.346575,0.004367,0.346573,0.6276,High-Lift Affinity Pair
207,"AGED PARMESAN REGGIANO, ARTISAN PASTA PENNE, ORGANIC TOMATO BASIL SAUCE",ITALIAN EXTRA VIRGIN OLIVE OIL,0.035506,0.115955,0.022921,0.64557,5.567412,0.018804,2.49427,0.850584,0.421622,0.625874,0.357229,0.7171,High-Confidence Cross-Sell
208,"MECHANICAL KEYBOARD, MONITOR LIGHT BAR, WIRELESS ERGONOMIC MOUSE",LARGE DESK PAD BLACK,0.031011,0.101573,0.017528,0.565217,5.56464,0.014378,2.066382,0.846546,0.368892,0.613281,0.31231,0.6849,High-Lift Affinity Pair
209,"ORGANIC EGGS DOZEN, ORGANIC WHOLE MILK, SWEET CREAM BUTTER",STRAWBERRY PRESERVES,0.03236,0.107416,0.019326,0.597222,5.559914,0.01585,2.216071,0.847568,0.388569,0.623134,0.327796,0.6968,High-Lift Affinity Pair
210,"ARTISAN PASTA PENNE, GARLIC HERB BREADSTICKS",ORGANIC TOMATO BASIL SAUCE,0.065618,0.109663,0.04,0.609589,5.558753,0.032804,2.280513,0.877696,0.487172,0.325581,0.47154,0.7325,High-Confidence Cross-Sell
211,ORGANIC TOMATO BASIL SAUCE,"ARTISAN PASTA PENNE, GARLIC HERB BREADSTICKS",0.109663,0.065618,0.04,0.364754,5.558753,0.032804,1.470898,0.921116,0.487172,0.325581,0.47154,0.6634,High-Lift Affinity Pair
212,"MECHANICAL KEYBOARD, WIRELESS ERGONOMIC MOUSE",USB-C MULTIPORT ADAPTER,0.056629,0.101573,0.03191,0.563492,5.547654,0.026158,2.058215,0.868952,0.438826,0.355872,0.420745,0.7057,High-Lift Affinity Pair
213,USB-C MULTIPORT ADAPTER,"MECHANICAL KEYBOARD, WIRELESS ERGONOMIC MOUSE",0.101573,0.056629,0.03191,0.314159,5.547654,0.026158,1.375495,0.912421,0.438826,0.355872,0.420745,0.6352,High-Lift Affinity Pair
214,"ORGANIC WHOLE MILK, SWEET CREAM BUTTER","ORGANIC EGGS DOZEN, WHOLE WHEAT BREAD",0.05618,0.062022,0.019326,0.344,5.546377,0.015841,1.429844,0.868494,0.327797,0.059091,0.327396,0.622,High-Lift Affinity Pair
215,"ORGANIC EGGS DOZEN, WHOLE WHEAT BREAD","ORGANIC WHOLE MILK, SWEET CREAM BUTTER",0.062022,0.05618,0.019326,0.311594,5.546377,0.015841,1.371023,0.873904,0.327797,0.059091,0.327396,0.6128,High-Lift Affinity Pair
216,"ALMOND DANISH, BLUEBERRY SCONE","CROISSANT ALL BUTTER, PAIN AU CHOCOLAT",0.057079,0.071011,0.022472,0.393701,5.544204,0.018419,1.532228,0.869247,0.355078,0.131915,0.352971,0.6413,High-Lift Affinity Pair
217,"CROISSANT ALL BUTTER, PAIN AU CHOCOLAT","ALMOND DANISH, BLUEBERRY SCONE",0.071011,0.057079,0.022472,0.316456,5.544204,0.018419,1.379459,0.882284,0.355078,0.131915,0.352971,0.6194,High-Lift Affinity Pair
218,"BLUEBERRY SCONE, CROISSANT ALL BUTTER","CAPPUCCINO CUP & SAUCER, PAIN AU CHOCOLAT",0.059326,0.065618,0.021573,0.363636,5.541719,0.01768,1.468315,0.871237,0.346202,0.06087,0.345762,0.631,High-Lift Affinity Pair
219,"CAPPUCCINO CUP & SAUCER, PAIN AU CHOCOLAT","BLUEBERRY SCONE, CROISSANT ALL BUTTER",0.065618,0.059326,0.021573,0.328767,5.541719,0.01768,1.401413,0.877104,0.346202,0.06087,0.345762,0.6211,High-Lift Affinity Pair
220,HEART OF WICKER LARGE,REGENCY CAKESTAND 3 TIER,0.107416,0.113258,0.067416,0.627615,5.541443,0.05525,2.38125,0.918167,0.611427,0.038123,0.611212,0.7794,High-Confidence Cross-Sell
221,REGENCY CAKESTAND 3 TIER,HEART OF WICKER LARGE,0.113258,0.107416,0.067416,0.595238,5.541443,0.05525,2.205208,0.924217,0.611427,0.038123,0.611212,0.7703,High-Lift Affinity Pair
222,"CERAMIC COFFEE MUG, FRENCH VANILLA SYRUP",PURE CANE SUGAR,0.057978,0.110562,0.035506,0.612403,5.539012,0.029096,2.294751,0.869897,0.466771,0.39527,0.44347,0.7249,High-Confidence Cross-Sell
223,PURE CANE SUGAR,"CERAMIC COFFEE MUG, FRENCH VANILLA SYRUP",0.110562,0.057978,0.035506,0.321138,5.539012,0.029096,1.38765,0.921326,0.466771,0.39527,0.44347,0.6427,High-Lift Affinity Pair
224,"HEART OF WICKER LARGE, SET OF 3 CAKE TINS PANTRY","REGENCY CAKESTAND 3 TIER, WHITE HANGING HEART T-LIGHT HOLDER",0.059775,0.06382,0.021124,0.353383,5.53717,0.017309,1.447813,0.871496,0.342185,0.039474,0.342001,0.627,High-Lift Affinity Pair
225,"REGENCY CAKESTAND 3 TIER, WHITE HANGING HEART T-LIGHT HOLDER","HEART OF WICKER LARGE, SET OF 3 CAKE TINS PANTRY",0.06382,0.059775,0.021124,0.330986,5.53717,0.017309,1.405389,0.875262,0.342185,0.039474,0.342001,0.6207,High-Lift Affinity Pair
226,"ALMOND DANISH, BLUEBERRY SCONE, CROISSANT ALL BUTTER",PAIN AU CHOCOLAT,0.033708,0.120449,0.022472,0.666667,5.534826,0.018412,2.638652,0.847907,0.426617,0.658703,0.352673,0.7204,High-Confidence Cross-Sell
227,"LARGE DESK PAD BLACK, MONITOR LIGHT BAR, WIRELESS ERGONOMIC MOUSE",MECHANICAL KEYBOARD,0.030112,0.105169,0.017528,0.58209,5.534826,0.014361,2.141204,0.844764,0.374378,0.637405,0.311472,0.6877,High-Lift Affinity Pair
228,"USB-C MULTIPORT ADAPTER, WIRELESS ERGONOMIC MOUSE",MECHANICAL KEYBOARD,0.054831,0.105169,0.03191,0.581967,5.533663,0.026144,2.140577,0.866817,0.442693,0.392982,0.420214,0.7101,High-Lift Affinity Pair
229,MECHANICAL KEYBOARD,"USB-C MULTIPORT ADAPTER, WIRELESS ERGONOMIC MOUSE",0.105169,0.054831,0.03191,0.303419,5.533663,0.026144,1.356868,0.915578,0.442693,0.392982,0.420214,0.6314,High-Lift Affinity Pair
230,"CERAMIC COFFEE MUG, COLOMBIAN ROAST COFFEE, DARK CHOCOLATE BAR 85%",PURE CANE SUGAR,0.03236,0.110562,0.019775,0.611111,5.527326,0.016198,2.287127,0.846472,0.394986,0.635036,0.330612,0.6993,High-Confidence Cross-Sell
231,"HEART OF WICKER LARGE, REGENCY CAKESTAND 3 TIER, SET OF 3 CAKE TINS PANTRY",HEART OF WICKER SMALL,0.036854,0.10382,0.021124,0.573171,5.5208,0.017297,2.099621,0.8502,0.388317,0.56015,0.341495,0.6897,High-Lift Affinity Pair
232,"AGED PARMESAN REGGIANO, ORGANIC TOMATO BASIL SAUCE",ARTISAN PASTA PENNE,0.054831,0.117303,0.035506,0.647541,5.520225,0.029074,2.504395,0.866351,0.475111,0.457237,0.442718,0.7339,High-Confidence Cross-Sell
233,ARTISAN PASTA PENNE,"AGED PARMESAN REGGIANO, ORGANIC TOMATO BASIL SAUCE",0.117303,0.054831,0.035506,0.302682,5.520225,0.029074,1.355434,0.927666,0.475111,0.457237,0.442718,0.6365,High-Lift Affinity Pair
234,"HEART OF WICKER SMALL, WHITE HANGING HEART T-LIGHT HOLDER",HEART OF WICKER LARGE,0.058427,0.107416,0.034607,0.592308,5.514162,0.028331,2.189358,0.869448,0.457242,0.373288,0.436838,0.7159,High-Lift Affinity Pair
235,HEART OF WICKER LARGE,"HEART OF WICKER SMALL, WHITE HANGING HEART T-LIGHT HOLDER",0.107416,0.058427,0.034607,0.322176,5.514162,0.028331,1.389111,0.917167,0.457242,0.373288,0.436838,0.6397,High-Lift Affinity Pair
236,"ORGANIC EGGS DOZEN, ORGANIC WHOLE MILK, STRAWBERRY PRESERVES",WHOLE WHEAT BREAD,0.027865,0.114157,0.017528,0.629032,5.510224,0.014347,2.387924,0.841981,0.391288,0.693141,0.310779,0.6999,High-Confidence Cross-Sell
237,HEART OF WICKER LARGE,"REGENCY CAKESTAND 3 TIER, WHITE HANGING HEART T-LIGHT HOLDER",0.107416,0.06382,0.037753,0.351464,5.507101,0.030898,1.443529,0.916906,0.471507,0.326599,0.45597,0.6524,High-Lift Affinity Pair
238,"MONITOR LIGHT BAR, USB-C MULTIPORT ADAPTER, WIRELESS ERGONOMIC MOUSE",LARGE DESK PAD BLACK,0.030562,0.101573,0.017079,0.558824,5.501692,0.013974,2.036434,0.844033,0.363483,0.617188,0.306531,0.6778,High-Lift Affinity Pair
239,"CERAMIC COFFEE MUG, DARK CHOCOLATE BAR 85%","COLOMBIAN ROAST COFFEE, PURE CANE SUGAR",0.058427,0.061573,0.019775,0.338462,5.496912,0.016178,1.418552,0.868844,0.329815,0.03139,0.329701,0.6177,High-Lift Affinity Pair
240,"COLOMBIAN ROAST COFFEE, PURE CANE SUGAR","CERAMIC COFFEE MUG, DARK CHOCOLATE BAR 85%",0.061573,0.058427,0.019775,0.321168,5.496912,0.016178,1.387048,0.871756,0.329815,0.03139,0.329701,0.6128,High-Lift Affinity Pair
241,"LARGE DESK PAD BLACK, MECHANICAL KEYBOARD, USB-C MULTIPORT ADAPTER",WIRELESS ERGONOMIC MOUSE,0.033258,0.103371,0.018876,0.567568,5.490599,0.015438,2.073455,0.846007,0.375088,0.59542,0.321936,0.6824,High-Lift Affinity Pair
242,HEART OF WICKER LARGE,"HEART OF WICKER SMALL, REGENCY CAKESTAND 3 TIER",0.107416,0.060225,0.035506,0.330544,5.488509,0.029037,1.403789,0.916217,0.460048,0.357143,0.441444,0.6416,High-Lift Affinity Pair
243,"MECHANICAL KEYBOARD, MONITOR LIGHT BAR",USB-C MULTIPORT ADAPTER,0.058876,0.101573,0.032809,0.557252,5.486219,0.026829,2.029206,0.868882,0.44013,0.334507,0.424261,0.701,High-Lift Affinity Pair
244,USB-C MULTIPORT ADAPTER,"MECHANICAL KEYBOARD, MONITOR LIGHT BAR",0.101573,0.058876,0.032809,0.323009,5.486219,0.026829,1.390156,0.910174,0.44013,0.334507,0.424261,0.6348,High-Lift Affinity Pair
245,"ORGANIC WHOLE MILK, STRAWBERRY PRESERVES","SWEET CREAM BUTTER, WHOLE WHEAT BREAD",0.053483,0.055281,0.01618,0.302521,5.472433,0.013223,1.354477,0.863446,0.297602,0.019417,0.297561,0.5997,High-Lift Affinity Pair
246,"CERAMIC PLANT POT WHITE, LED GROW LIGHT BULB, WATERING CAN GREEN 2L",GARDENING GLOVES PAIR,0.039101,0.117753,0.025169,0.643678,5.466351,0.020564,2.475984,0.850311,0.428709,0.59727,0.370918,0.7129,High-Confidence Cross-Sell
247,"CERAMIC PLANT POT WHITE, ORGANIC POTTING SOIL 10L",LED GROW LIGHT BULB,0.055281,0.105618,0.03191,0.577236,5.465317,0.026071,2.115557,0.864837,0.439682,0.390244,0.417611,0.7039,High-Lift Affinity Pair
248,LED GROW LIGHT BULB,"CERAMIC PLANT POT WHITE, ORGANIC POTTING SOIL 10L",0.105618,0.055281,0.03191,0.302128,5.465317,0.026071,1.353713,0.913511,0.439682,0.390244,0.417611,0.6262,High-Lift Affinity Pair
249,"GARLIC HERB BREADSTICKS, ORGANIC TOMATO BASIL SAUCE",ARTISAN PASTA PENNE,0.062472,0.117303,0.04,0.640288,5.458392,0.032672,2.453897,0.871223,0.490642,0.392283,0.467264,0.7344,High-Confidence Cross-Sell
250,ARTISAN PASTA PENNE,"GARLIC HERB BREADSTICKS, ORGANIC TOMATO BASIL SAUCE",0.117303,0.062472,0.04,0.340996,5.458392,0.032672,1.422644,0.925342,0.490642,0.392283,0.467264,0.65,High-Lift Affinity Pair
251,"COLOMBIAN ROAST COFFEE, DARK CHOCOLATE BAR 85%, PURE CANE SUGAR",FRENCH VANILLA SYRUP,0.030562,0.113258,0.018876,0.617647,5.453431,0.015415,2.31917,0.842374,0.392157,0.661871,0.320844,0.6946,High-Confidence Cross-Sell
252,"BLUEBERRY SCONE, CAPPUCCINO CUP & SAUCER, CROISSANT ALL BUTTER",ALMOND DANISH,0.036404,0.115506,0.022921,0.62963,5.451074,0.018716,2.388135,0.847399,0.414037,0.61324,0.353477,0.7042,High-Confidence Cross-Sell
253,"HEART OF WICKER SMALL, SET OF 3 CAKE TINS PANTRY","HEART OF WICKER LARGE, REGENCY CAKESTAND 3 TIER",0.057528,0.067416,0.021124,0.367187,5.446615,0.017245,1.473713,0.866232,0.34026,0.095238,0.339193,0.6246,High-Lift Affinity Pair
254,"HEART OF WICKER LARGE, REGENCY CAKESTAND 3 TIER","HEART OF WICKER SMALL, SET OF 3 CAKE TINS PANTRY",0.067416,0.057528,0.021124,0.313333,5.446615,0.017245,1.372532,0.875417,0.34026,0.095238,0.339193,0.6093,High-Lift Affinity Pair
255,REGENCY CAKESTAND 3 TIER,"HEART OF WICKER LARGE, SET OF 3 CAKE TINS PANTRY",0.113258,0.059775,0.036854,0.325397,5.443669,0.030084,1.393745,0.920562,0.470969,0.392739,0.447907,0.6394,High-Lift Affinity Pair
256,"ALMOND DANISH, BLUEBERRY SCONE, PAIN AU CHOCOLAT",CROISSANT ALL BUTTER,0.034157,0.120899,0.022472,0.657895,5.441694,0.018342,2.56968,0.8451,0.421884,0.654237,0.349693,0.7112,High-Confidence Cross-Sell
257,"ITALIAN EXTRA VIRGIN OLIVE OIL, ORGANIC TOMATO BASIL SAUCE",ARTISAN PASTA PENNE,0.063371,0.117303,0.040449,0.638298,5.441428,0.033016,2.440397,0.871449,0.491563,0.384615,0.469151,0.7333,High-Confidence Cross-Sell
258,ARTISAN PASTA PENNE,"ITALIAN EXTRA VIRGIN OLIVE OIL, ORGANIC TOMATO BASIL SAUCE",0.117303,0.063371,0.040449,0.344828,5.441428,0.033016,1.429592,0.924695,0.491563,0.384615,0.469151,0.6506,High-Lift Affinity Pair
259,"ARTISAN PASTA PENNE, ITALIAN EXTRA VIRGIN OLIVE OIL",ORGANIC TOMATO BASIL SAUCE,0.067865,0.109663,0.040449,0.596026,5.435078,0.033007,2.203949,0.875421,0.482439,0.304918,0.468877,0.7206,High-Lift Affinity Pair
260,ORGANIC TOMATO BASIL SAUCE,"ARTISAN PASTA PENNE, ITALIAN EXTRA VIRGIN OLIVE OIL",0.109663,0.067865,0.040449,0.368852,5.435078,0.033007,1.476889,0.916518,0.482439,0.304918,0.468877,0.6565,High-Lift Affinity Pair
261,"CERAMIC COFFEE MUG, COLOMBIAN ROAST COFFEE, PURE CANE SUGAR",FRENCH VANILLA SYRUP,0.035056,0.113258,0.021573,0.615385,5.433455,0.017603,2.305528,0.845599,0.40293,0.617021,0.342368,0.6967,High-Confidence Cross-Sell
262,"MECHANICAL KEYBOARD, MONITOR LIGHT BAR, USB-C MULTIPORT ADAPTER",WIRELESS ERGONOMIC MOUSE,0.032809,0.103371,0.018427,0.561644,5.433294,0.015035,2.045435,0.843628,0.369952,0.599237,0.316416,0.676,High-Lift Affinity Pair
263,"AGED PARMESAN REGGIANO, ITALIAN EXTRA VIRGIN OLIVE OIL",ARTISAN PASTA PENNE,0.060674,0.117303,0.038652,0.637037,5.43068,0.031534,2.431919,0.86856,0.483269,0.406452,0.458154,0.7294,High-Confidence Cross-Sell
264,ARTISAN PASTA PENNE,"AGED PARMESAN REGGIANO, ITALIAN EXTRA VIRGIN OLIVE OIL",0.117303,0.060674,0.038652,0.329502,5.43068,0.031534,1.400937,0.924282,0.483269,0.406452,0.458154,0.6427,High-Lift Affinity Pair
265,"LARGE DESK PAD BLACK, WIRELESS ERGONOMIC MOUSE",MONITOR LIGHT BAR,0.050787,0.109213,0.030112,0.59292,5.429003,0.024566,2.188236,0.859453,0.43432,0.449827,0.404327,0.7031,High-Lift Affinity Pair
266,"AGED PARMESAN REGGIANO, ITALIAN EXTRA VIRGIN OLIVE OIL","ARTISAN PASTA PENNE, ORGANIC TOMATO BASIL SAUCE",0.060674,0.069663,0.022921,0.377778,5.422939,0.018695,1.495185,0.86828,0.353405,0.083682,0.352564,0.6289,High-Lift Affinity Pair
267,"AGED PARMESAN REGGIANO, ARTISAN PASTA PENNE, ITALIAN EXTRA VIRGIN OLIVE OIL",GARLIC HERB BREADSTICKS,0.038652,0.113708,0.02382,0.616279,5.419846,0.019425,2.309731,0.84828,0.412883,0.583916,0.359308,0.6995,High-Confidence Cross-Sell
268,ORGANIC TOMATO BASIL SAUCE,ARTISAN PASTA PENNE,0.109663,0.117303,0.069663,0.635246,5.41541,0.056799,2.419977,0.915768,0.614558,0.048571,0.61421,0.7762,High-Confidence Cross-Sell
269,ARTISAN PASTA PENNE,ORGANIC TOMATO BASIL SAUCE,0.117303,0.109663,0.069663,0.59387,5.41541,0.056799,2.192245,0.923694,0.614558,0.048571,0.61421,0.7646,High-Lift Affinity Pair
270,"MECHANICAL KEYBOARD, MONITOR LIGHT BAR",LARGE DESK PAD BLACK,0.058876,0.101573,0.03236,0.549618,5.411065,0.026379,1.994812,0.866192,0.434101,0.333333,0.418449,0.6927,High-Lift Affinity Pair
271,LARGE DESK PAD BLACK,"MECHANICAL KEYBOARD, MONITOR LIGHT BAR",0.101573,0.058876,0.03236,0.318584,5.411065,0.026379,1.381129,0.907356,0.434101,0.333333,0.418449,0.6275,High-Lift Affinity Pair
272,"ORGANIC WHOLE MILK, SWEET CREAM BUTTER, WHOLE WHEAT BREAD",STRAWBERRY PRESERVES,0.027865,0.107416,0.01618,0.580645,5.405588,0.013187,2.12847,0.838367,0.365636,0.667925,0.295738,0.6761,High-Lift Affinity Pair
273,"BLUEBERRY SCONE, CROISSANT ALL BUTTER, PAIN AU CHOCOLAT",CAPPUCCINO CUP & SAUCER,0.034157,0.116854,0.021573,0.631579,5.404858,0.017582,2.397111,0.843803,0.408097,0.638889,0.341466,0.6995,High-Confidence Cross-Sell
274,"ALMOND DANISH, BLUEBERRY SCONE, PAIN AU CHOCOLAT",CAPPUCCINO CUP & SAUCER,0.034157,0.116854,0.021573,0.631579,5.404858,0.017582,2.397111,0.843803,0.408097,0.638889,0.341466,0.6995,High-Confidence Cross-Sell
275,"LARGE DESK PAD BLACK, WIRELESS ERGONOMIC MOUSE",USB-C MULTIPORT ADAPTER,0.050787,0.101573,0.027865,0.548673,5.401754,0.022707,1.990632,0.858474,0.411504,0.407942,0.38797,0.6847,High-Lift Affinity Pair
276,"ARTISAN PASTA PENNE, ORGANIC TOMATO BASIL SAUCE","GARLIC HERB BREADSTICKS, ITALIAN EXTRA VIRGIN OLIVE OIL",0.069663,0.070562,0.026517,0.380645,5.394494,0.021601,1.500655,0.875624,0.378221,0.007905,0.378213,0.6336,High-Lift Affinity Pair
277,"GARLIC HERB BREADSTICKS, ITALIAN EXTRA VIRGIN OLIVE OIL","ARTISAN PASTA PENNE, ORGANIC TOMATO BASIL SAUCE",0.070562,0.069663,0.026517,0.375796,5.394494,0.021601,1.490438,0.876471,0.378221,0.007905,0.378213,0.6323,High-Lift Affinity Pair
278,"CERAMIC PLANT POT WHITE, ORGANIC POTTING SOIL 10L",GARDENING GLOVES PAIR,0.055281,0.117753,0.035056,0.634146,5.385403,0.028547,2.411476,0.861963,0.465928,0.452769,0.434502,0.7197,High-Confidence Cross-Sell
279,USB-C MULTIPORT ADAPTER,MECHANICAL KEYBOARD,0.101573,0.105169,0.057528,0.566372,5.385372,0.046846,2.063591,0.906375,0.55669,0.024096,0.556606,0.7355,High-Lift Affinity Pair
280,MECHANICAL KEYBOARD,USB-C MULTIPORT ADAPTER,0.105169,0.101573,0.057528,0.547009,5.385372,0.046846,1.98332,0.910017,0.55669,0.024096,0.556606,0.7301,High-Lift Affinity Pair
281,"CAPPUCCINO CUP & SAUCER, CROISSANT ALL BUTTER, PAIN AU CHOCOLAT",BLUEBERRY SCONE,0.037303,0.107416,0.021573,0.578313,5.383879,0.017566,2.1167,0.845812,0.389575,0.569343,0.340803,0.6823,High-Lift Affinity Pair
282,MECHANICAL KEYBOARD,"MONITOR LIGHT BAR, USB-C MULTIPORT ADAPTER",0.105169,0.057978,0.032809,0.311966,5.380806,0.026712,1.369151,0.909841,0.438929,0.362069,0.420165,0.6244,High-Lift Affinity Pair
283,"USB-C MULTIPORT ADAPTER, WIRELESS ERGONOMIC MOUSE","LARGE DESK PAD BLACK, MONITOR LIGHT BAR",0.054831,0.057978,0.017079,0.311475,5.372347,0.0139,1.368175,0.861076,0.303025,0.032864,0.302907,0.5967,High-Lift Affinity Pair
284,"ORGANIC EGGS DOZEN, SWEET CREAM BUTTER","ORGANIC WHOLE MILK, WHOLE WHEAT BREAD",0.059775,0.060225,0.019326,0.323308,5.368365,0.015726,1.388779,0.865456,0.322102,0.004464,0.3221,0.6036,High-Lift Affinity Pair
285,"ORGANIC WHOLE MILK, WHOLE WHEAT BREAD","ORGANIC EGGS DOZEN, SWEET CREAM BUTTER",0.060225,0.059775,0.019326,0.320896,5.368365,0.015726,1.384507,0.86587,0.322102,0.004464,0.3221,0.6029,High-Lift Affinity Pair
286,"HEART OF WICKER SMALL, WHITE HANGING HEART T-LIGHT HOLDER",SET OF 3 CAKE TINS PANTRY,0.058427,0.106067,0.033258,0.569231,5.366688,0.027061,2.075201,0.864155,0.441395,0.363014,0.422478,0.6967,High-Lift Affinity Pair
287,SET OF 3 CAKE TINS PANTRY,"HEART OF WICKER SMALL, WHITE HANGING HEART T-LIGHT HOLDER",0.106067,0.058427,0.033258,0.313559,5.366688,0.027061,1.371674,0.910209,0.441395,0.363014,0.422478,0.6246,High-Lift Affinity Pair
288,"MECHANICAL KEYBOARD, USB-C MULTIPORT ADAPTER",WIRELESS ERGONOMIC MOUSE,0.057528,0.103371,0.03191,0.554688,5.365999,0.025963,2.013483,0.863306,0.431692,0.355401,0.413799,0.6903,High-Lift Affinity Pair
289,WIRELESS ERGONOMIC MOUSE,"MECHANICAL KEYBOARD, USB-C MULTIPORT ADAPTER",0.103371,0.057528,0.03191,0.308696,5.365999,0.025963,1.363324,0.907445,0.431692,0.355401,0.413799,0.6209,High-Lift Affinity Pair
290,USB-C MULTIPORT ADAPTER,LARGE DESK PAD BLACK,0.101573,0.101573,0.055281,0.544248,5.358192,0.044964,1.971306,0.905327,0.544248,0.0,0.544248,0.7238,High-Lift Affinity Pair
291,LARGE DESK PAD BLACK,USB-C MULTIPORT ADAPTER,0.101573,0.101573,0.055281,0.544248,5.358192,0.044964,1.971306,0.905327,0.544248,0.0,0.544248,0.7238,High-Lift Affinity Pair
292,"CERAMIC COFFEE MUG, DARK CHOCOLATE BAR 85%",PURE CANE SUGAR,0.058427,0.110562,0.034607,0.592308,5.357255,0.028147,2.181641,0.863807,0.452658,0.38796,0.430578,0.7049,High-Lift Affinity Pair
293,PURE CANE SUGAR,"CERAMIC COFFEE MUG, DARK CHOCOLATE BAR 85%",0.110562,0.058427,0.034607,0.313008,5.357255,0.028147,1.370574,0.914439,0.452658,0.38796,0.430578,0.6261,High-Lift Affinity Pair
294,"HEART OF WICKER LARGE, HEART OF WICKER SMALL",SET OF 3 CAKE TINS PANTRY,0.05618,0.106067,0.03191,0.568,5.355085,0.025951,2.069288,0.86167,0.434424,0.382759,0.413378,0.6934,High-Lift Affinity Pair
295,SET OF 3 CAKE TINS PANTRY,"HEART OF WICKER LARGE, HEART OF WICKER SMALL",0.106067,0.05618,0.03191,0.300847,5.355085,0.025951,1.349949,0.909757,0.434424,0.382759,0.413378,0.6181,High-Lift Affinity Pair
296,"AGED PARMESAN REGGIANO, ITALIAN EXTRA VIRGIN OLIVE OIL, ORGANIC TOMATO BASIL SAUCE",GARLIC HERB BREADSTICKS,0.031011,0.113708,0.018876,0.608696,5.353153,0.01535,2.264969,0.839219,0.387352,0.657143,0.317881,0.6849,High-Confidence Cross-Sell
297,GARLIC HERB BREADSTICKS,ITALIAN EXTRA VIRGIN OLIVE OIL,0.113708,0.115955,0.070562,0.620553,5.351671,0.057377,2.329827,0.917466,0.61454,0.014124,0.614511,0.769,High-Confidence Cross-Sell
298,ITALIAN EXTRA VIRGIN OLIVE OIL,GARLIC HERB BREADSTICKS,0.115955,0.113708,0.070562,0.608527,5.351671,0.057377,2.263994,0.919798,0.61454,0.014124,0.614511,0.7656,High-Confidence Cross-Sell
299,"ALMOND DANISH, CROISSANT ALL BUTTER, PAIN AU CHOCOLAT",BLUEBERRY SCONE,0.039101,0.107416,0.022472,0.574713,5.350358,0.018272,2.098779,0.846183,0.391959,0.550725,0.346746,0.6803,High-Lift Affinity Pair
300,LARGE DESK PAD BLACK,MECHANICAL KEYBOARD,0.101573,0.105169,0.057079,0.561947,5.343299,0.046396,2.042747,0.904748,0.552341,0.024024,0.552257,0.7306,High-Lift Affinity Pair
301,MECHANICAL KEYBOARD,LARGE DESK PAD BLACK,0.105169,0.101573,0.057079,0.542735,5.343299,0.046396,1.964784,0.908383,0.552341,0.024024,0.552257,0.7252,High-Lift Affinity Pair
