customerID,MonthlyCharges,tenure,Contract,Churn,value_segment,risk_segment,rule_segment,cluster
7940-UQQUG,104.4,64,One year,0,High value,Low risk,High value / Low risk,2
5494-HECPR,80.25,1,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
5485-WUYWF,66.4,2,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
3541-ZNUHK,85.1,55,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
5965-GGPRW,105.25,72,Two year,0,High value,Low risk,High value / Low risk,2
9895-VFOXH,24.4,1,Month-to-month,0,Low value,High risk,Low value / High risk,0
2612-RANWT,100.15,12,Month-to-month,1,High value,High risk,High value / High risk,1
4523-WXCEF,101.1,59,Month-to-month,1,High value,Medium risk,High value / Medium risk,2
1343-EHPYB,103.4,63,Month-to-month,1,High value,Medium risk,High value / Medium risk,2
3682-YEUWS,24.4,10,Month-to-month,0,Low value,High risk,Low value / High risk,0
3896-ZVNET,24.7,24,Two year,0,Low value,Low risk,Low value / Low risk,0
0960-HUWBM,104.1,65,Two year,0,High value,Low risk,High value / Low risk,2
8263-OKETD,68.9,20,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
0657-DOGUM,60.6,48,One year,0,Mid value,Low risk,Mid value / Low risk,2
2363-BJLSL,80.4,62,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,2
6806-YDEUL,19.5,6,Month-to-month,0,Low value,High risk,Low value / High risk,0
3723-BFBGR,54.8,24,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
2202-OUTMO,60.85,34,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
0756-MPZRL,33.7,46,One year,0,Low value,Low risk,Low value / Low risk,0
7109-MFBYV,45.45,26,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,1
7909-FIOIY,24.85,19,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,0
7901-IIDQV,54.6,24,One year,0,Mid value,Low risk,Mid value / Low risk,1
4884-TVUQF,101.3,57,Two year,0,High value,Low risk,High value / Low risk,2
3274-NSDWE,19.6,68,Two year,0,Low value,Low risk,Low value / Low risk,0
7077-XJMET,74.15,12,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
1689-YQBYY,76.6,12,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
0980-PVMRC,50.85,40,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
2504-DSHIH,86.8,23,Month-to-month,0,High value,Medium risk,High value / Medium risk,1
4763-PGDPO,70.4,4,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
0254-WWRKD,50.55,67,One year,0,Mid value,Low risk,Mid value / Low risk,2
4808-YNLEU,62.15,35,One year,0,Mid value,Low risk,Mid value / Low risk,1
7779-LGOVN,86.65,10,Month-to-month,1,High value,High risk,High value / High risk,1
2030-BTZRO,20.4,6,Two year,0,Low value,Low risk,Low value / Low risk,0
0195-IESCP,85.25,10,Month-to-month,1,High value,High risk,High value / High risk,1
3853-LYGAM,95.65,17,Month-to-month,0,High value,Medium risk,High value / Medium risk,1
0623-EJQEG,93.55,65,One year,0,High value,Low risk,High value / Low risk,2
5644-PDMZC,89.5,2,Month-to-month,1,High value,High risk,High value / High risk,1
5655-JSMZM,96.2,49,Month-to-month,1,High value,Medium risk,High value / Medium risk,2
9036-CSKBW,107.45,51,One year,0,High value,Low risk,High value / Low risk,2
7255-SSFBC,112.25,72,Two year,0,High value,Low risk,High value / Low risk,2
9142-KZXOP,68.85,44,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
4615-PIVVU,66.5,42,Two year,0,Mid value,Low risk,Mid value / Low risk,2
4236-UJPWO,24.5,2,Month-to-month,0,Low value,High risk,Low value / High risk,1
3348-CFRNX,92.35,28,Month-to-month,1,High value,Medium risk,High value / Medium risk,1
0020-JDNXP,61.25,34,One year,0,Mid value,Low risk,Mid value / Low risk,2
2486-WYVVE,79.3,31,One year,0,Mid value,Low risk,Mid value / Low risk,2
1905-OEILC,19.5,1,Month-to-month,0,Low value,High risk,Low value / High risk,0
4704-ERYFC,69.25,22,Month-to-month,1,Mid value,Medium risk,Mid value / Medium risk,1
0637-KVDLV,76.5,2,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
1291-CUOCY,110.6,72,Two year,0,High value,Low risk,High value / Low risk,2
7743-EXURX,51.05,8,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
4139-DETXS,64.45,72,Two year,0,Mid value,Low risk,Mid value / Low risk,2
4316-XCSLJ,50.3,17,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,1
6719-FGEDO,97.0,72,Two year,0,High value,Low risk,High value / Low risk,2
8780-YRMTT,47.4,66,Two year,0,Low value,Low risk,Low value / Low risk,2
1596-BBVTG,75.35,35,Month-to-month,1,Mid value,Medium risk,Mid value / Medium risk,1
8388-FYNPZ,56.75,4,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
6928-ONTRW,19.7,72,Two year,0,Low value,Low risk,Low value / Low risk,0
6916-HIJSE,84.85,65,Two year,0,High value,Low risk,High value / Low risk,2
6980-IMXXE,20.2,69,Two year,0,Low value,Low risk,Low value / Low risk,0
2296-DKZFP,71.0,65,Two year,0,Mid value,Low risk,Mid value / Low risk,2
2321-OMBXY,80.3,38,One year,1,Mid value,Low risk,Mid value / Low risk,2
2371-JQHZZ,93.0,24,Month-to-month,0,High value,Medium risk,High value / Medium risk,1
6734-GMPVK,105.3,5,Month-to-month,0,High value,High risk,High value / High risk,1
7619-ODSGN,54.75,24,Month-to-month,1,Mid value,Medium risk,Mid value / Medium risk,1
4195-NZGTA,25.25,1,Month-to-month,0,Low value,High risk,Low value / High risk,1
1698-XFZCI,107.75,61,One year,0,High value,Low risk,High value / Low risk,2
6732-VAILE,85.95,70,Two year,0,High value,Low risk,High value / Low risk,2
6032-IGALN,25.1,1,Month-to-month,1,Low value,High risk,Low value / High risk,0
0999-QXNSA,45.75,7,Month-to-month,0,Low value,High risk,Low value / High risk,1
3506-LCJDC,19.95,1,Month-to-month,1,Low value,High risk,Low value / High risk,0
7925-PNRGI,81.3,45,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,2
7766-CLTIC,60.95,10,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
9722-UJOJR,70.75,29,Month-to-month,1,Mid value,Medium risk,Mid value / Medium risk,1
5614-DNZCE,64.9,58,Two year,0,Mid value,Low risk,Mid value / Low risk,2
1167-OYZJF,20.05,67,Two year,0,Low value,Low risk,Low value / Low risk,0
5433-KYGHE,86.0,14,Month-to-month,0,High value,Medium risk,High value / Medium risk,1
3284-SVCRO,25.5,45,Two year,0,Low value,Low risk,Low value / Low risk,0
3740-RLMVT,60.95,67,One year,0,Mid value,Low risk,Mid value / Low risk,2
0354-WYROK,98.9,31,Month-to-month,1,High value,Medium risk,High value / Medium risk,2
2720-WGKHP,94.0,2,Month-to-month,1,High value,High risk,High value / High risk,1
7446-SFAOA,19.85,37,One year,0,Low value,Low risk,Low value / Low risk,0
2753-JMMCV,74.2,65,Two year,0,Mid value,Low risk,Mid value / Low risk,2
7851-WZEKY,95.15,2,Month-to-month,1,High value,High risk,High value / High risk,1
5156-UMKOW,29.65,3,Month-to-month,0,Low value,High risk,Low value / High risk,1
9823-EALYC,80.85,72,Two year,0,Mid value,Low risk,Mid value / Low risk,2
4980-URKXC,20.85,36,One year,0,Low value,Low risk,Low value / Low risk,0
8218-FFJDS,86.4,72,Two year,0,High value,Low risk,High value / Low risk,2
5204-QZXPU,39.65,19,Month-to-month,1,Low value,Medium risk,Low value / Medium risk,1
5130-IEKQT,105.95,25,Month-to-month,1,High value,Medium risk,High value / Medium risk,1
2928-HLDBA,20.7,6,Month-to-month,0,Low value,High risk,Low value / High risk,0
6141-OOXUQ,19.65,1,Month-to-month,1,Low value,High risk,Low value / High risk,0
2123-VSCOT,72.1,59,Two year,0,Mid value,Low risk,Mid value / Low risk,2
7074-IEVOJ,79.4,3,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
5652-MSDEY,75.75,10,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
7156-MHUGY,90.5,13,Month-to-month,1,High value,Medium risk,High value / Medium risk,1
7854-EDSSA,59.0,22,Month-to-month,1,Mid value,Medium risk,Mid value / Medium risk,1
5172-RKOCB,108.95,72,Two year,0,High value,Low risk,High value / Low risk,2
8404-VIOMB,62.5,66,Two year,0,Mid value,Low risk,Mid value / Low risk,2
4192-GORJT,94.45,5,Month-to-month,1,High value,High risk,High value / High risk,1
3892-NXAZG,114.05,72,Two year,0,High value,Low risk,High value / Low risk,2
4958-GZWIY,48.7,7,Month-to-month,1,Low value,High risk,Low value / High risk,1
4199-QHJNM,102.9,67,Two year,0,High value,Low risk,High value / Low risk,2
4501-EQDRN,69.7,1,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
6281-FKEWS,49.05,44,One year,0,Low value,Low risk,Low value / Low risk,1
0404-AHASP,19.7,72,Two year,0,Low value,Low risk,Low value / Low risk,0
8421-WZOOW,95.3,57,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
7521-AFHAB,44.8,5,Month-to-month,0,Low value,High risk,Low value / High risk,1
6469-QJKZW,20.15,4,Month-to-month,0,Low value,High risk,Low value / High risk,0
2560-PPCHE,105.05,65,One year,0,High value,Low risk,High value / Low risk,2
9190-MFJLN,95.9,19,Month-to-month,1,High value,Medium risk,High value / Medium risk,1
1919-RTPQD,44.75,7,Month-to-month,0,Low value,High risk,Low value / High risk,1
9916-AYHTC,19.85,48,Two year,0,Low value,Low risk,Low value / Low risk,0
7517-SAWMO,73.2,19,Month-to-month,1,Mid value,Medium risk,Mid value / Medium risk,1
5047-LHVLY,50.15,1,Month-to-month,1,Low value,High risk,Low value / High risk,1
3097-IDVPU,50.1,19,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,1
5649-RXQTV,99.0,51,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
0135-NMXAP,89.75,12,Month-to-month,1,High value,High risk,High value / High risk,1
6000-UKLWI,20.15,41,Two year,0,Low value,Low risk,Low value / Low risk,0
0887-WBJVH,93.45,53,One year,0,High value,Low risk,High value / Low risk,2
4847-QNOKA,44.9,1,Month-to-month,1,Low value,High risk,Low value / High risk,1
8107-KNCIM,75.1,14,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
6963-EZQEE,88.55,70,Two year,0,High value,Low risk,High value / Low risk,2
6302-JGYRJ,79.45,31,One year,1,Mid value,Low risk,Mid value / Low risk,2
4282-MSACW,117.2,68,One year,0,High value,Low risk,High value / Low risk,2
6172-FECYY,84.5,49,Month-to-month,1,High value,Medium risk,High value / Medium risk,2
2796-NNUFI,19.95,46,Two year,0,Low value,Low risk,Low value / Low risk,0
4692-NNQRU,79.2,21,One year,0,Mid value,Low risk,Mid value / Low risk,1
8336-TAVKX,78.45,72,Two year,0,Mid value,Low risk,Mid value / Low risk,2
1608-GMEWB,93.9,45,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
9090-SGQXL,105.3,68,Month-to-month,1,High value,Medium risk,High value / Medium risk,2
3512-IZIKN,65.3,70,Two year,1,Mid value,Low risk,Mid value / Low risk,2
3511-APPBJ,99.95,23,One year,0,High value,Low risk,High value / Low risk,2
9430-FRQOC,87.1,4,Month-to-month,1,High value,High risk,High value / High risk,1
9605-WGJVW,70.2,1,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
2824-MYYBN,95.25,37,Month-to-month,0,High value,Medium risk,High value / Medium risk,1
0402-CQAJN,101.9,37,Month-to-month,1,High value,Medium risk,High value / Medium risk,2
7873-CVMAW,88.55,72,Two year,0,High value,Low risk,High value / Low risk,2
6738-ISCBM,54.0,44,One year,0,Mid value,Low risk,Mid value / Low risk,2
6440-DKQGE,64.5,30,One year,0,Mid value,Low risk,Mid value / Low risk,1
7722-CVFXN,105.2,54,One year,0,High value,Low risk,High value / Low risk,2
2568-BRGYX,70.2,4,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
7693-LCKZL,80.15,5,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
7815-PDTHL,20.2,35,Two year,0,Low value,Low risk,Low value / Low risk,0
1702-CCFNJ,61.35,52,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,2
0254-FNMCI,109.9,72,Two year,0,High value,Low risk,High value / Low risk,2
0237-YFUTL,109.65,50,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
4311-QTTAI,19.35,16,One year,0,Low value,Low risk,Low value / Low risk,0
3318-OSATS,95.45,35,Month-to-month,1,High value,Medium risk,High value / Medium risk,1
6339-TBELP,86.4,71,Two year,0,High value,Low risk,High value / Low risk,2
2408-TZMJL,110.15,59,One year,1,High value,Low risk,High value / Low risk,2
3597-YASZG,104.45,70,Two year,0,High value,Low risk,High value / Low risk,2
2468-SJFLM,74.3,1,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
2055-SIFSS,51.65,55,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,0
1555-DJEQW,114.2,70,Two year,1,High value,Low risk,High value / Low risk,2
8993-IZEUX,69.15,7,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
5671-UUNXD,100.65,50,One year,0,High value,Low risk,High value / Low risk,2
3774-VBNXY,20.2,64,Two year,0,Low value,Low risk,Low value / Low risk,0
9796-BPKIW,69.95,8,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
4238-HFHSN,82.15,61,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,2
4550-EVXNY,69.65,1,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
0489-WMEMG,49.45,23,One year,0,Low value,Low risk,Low value / Low risk,1
1373-ORVIZ,66.35,11,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
0537-QYZZN,79.85,24,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
6563-VRERX,20.6,33,One year,0,Low value,Low risk,Low value / Low risk,0
6925-BAYGL,25.1,53,Two year,0,Low value,Low risk,Low value / Low risk,0
6923-AQONU,20.9,23,Two year,0,Low value,Low risk,Low value / Low risk,0
8337-MSSXB,86.3,14,Month-to-month,1,High value,Medium risk,High value / Medium risk,1
1414-YADCW,84.6,70,Two year,0,High value,Low risk,High value / Low risk,2
2189-UXTKY,79.2,22,Month-to-month,1,Mid value,Medium risk,Mid value / Medium risk,1
8138-EALND,19.75,15,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,0
3096-YXENJ,107.65,65,Two year,0,High value,Low risk,High value / Low risk,2
6631-HMANX,85.45,72,Two year,0,High value,Low risk,High value / Low risk,2
2886-KEFUM,107.5,63,One year,1,High value,Low risk,High value / Low risk,2
8485-GJCDN,69.05,5,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
9786-IJYDL,113.2,35,Two year,0,High value,Low risk,High value / Low risk,2
1024-VRZHF,74.95,11,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
3317-HRTNN,45.7,5,Month-to-month,1,Low value,High risk,Low value / High risk,1
3410-YOQBQ,79.2,31,Two year,0,Mid value,Low risk,Mid value / Low risk,2
9564-KCLHR,51.25,1,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
2498-XLDZR,73.6,32,Two year,0,Mid value,Low risk,Mid value / Low risk,2
9314-QDMDW,61.25,11,One year,0,Mid value,Low risk,Mid value / Low risk,1
7481-ATQQS,90.85,49,Month-to-month,1,High value,Medium risk,High value / Medium risk,2
7964-ZRKKG,88.4,67,One year,0,High value,Low risk,High value / Low risk,2
2225-ZRGSG,93.9,70,Two year,1,High value,Low risk,High value / Low risk,2
4588-YBNIB,19.6,1,Month-to-month,1,Low value,High risk,Low value / High risk,0
6549-YMFAW,21.25,9,Month-to-month,0,Low value,High risk,Low value / High risk,0
1866-ZSLJM,20.5,21,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,0
4203-QGNZA,20.25,28,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,0
5174-ITUMV,105.4,67,One year,0,High value,Low risk,High value / Low risk,2
9529-OFXHY,87.75,15,Month-to-month,0,High value,Medium risk,High value / Medium risk,1
5685-IIXLY,83.6,5,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
0584-BJQGZ,78.35,25,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
9618-LFJRU,20.45,4,Month-to-month,0,Low value,High risk,Low value / High risk,0
9210-IAHGH,70.75,7,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
7825-GKXMW,45.8,1,Month-to-month,1,Low value,High risk,Low value / High risk,1
3359-DSRKA,19.85,58,Two year,0,Low value,Low risk,Low value / Low risk,0
8630-FJLIB,69.8,18,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
0924-BJCRC,89.45,60,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
1245-HARPS,20.4,14,Two year,0,Low value,Low risk,Low value / Low risk,0
3570-YUEKJ,49.55,42,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,1
7854-FOKSF,35.9,1,Month-to-month,1,Low value,High risk,Low value / High risk,1
3566-CAAYU,49.85,64,Two year,0,Low value,Low risk,Low value / Low risk,2
0678-RLHVP,105.55,53,Two year,0,High value,Low risk,High value / Low risk,2
2636-ALXXZ,69.6,1,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
9408-HRXRK,105.15,45,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
1421-HCERK,105.7,30,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
9584-EXCDZ,70.5,17,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
2091-RFFBA,73.9,31,Month-to-month,1,Mid value,Medium risk,Mid value / Medium risk,1
8149-AIQCG,73.15,39,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
4194-WHFCB,96.65,59,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
3045-XETSH,94.85,10,Month-to-month,1,High value,High risk,High value / High risk,1
2789-HQBOU,80.35,3,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
8012-SOUDQ,90.25,43,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
0225-ZORZP,84.3,3,Month-to-month,0,High value,High risk,High value / High risk,1
0654-HMSHN,104.4,21,Month-to-month,1,High value,Medium risk,High value / Medium risk,1
9373-WSLOY,50.0,33,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,1
6158-DWPZT,24.1,9,One year,1,Low value,Low risk,Low value / Low risk,0
3995-WFCSM,60.85,2,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
2259-OUUSZ,35.5,7,One year,0,Low value,Low risk,Low value / Low risk,1
5349-AZPEW,25.05,5,Month-to-month,0,Low value,High risk,Low value / High risk,0
5600-KTXFM,69.95,2,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
9432-VOFYX,70.8,17,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
5298-GSTLM,101.4,60,One year,0,High value,Low risk,High value / Low risk,2
8896-RAZCR,19.9,44,Two year,0,Low value,Low risk,Low value / Low risk,0
8374-UULRV,86.05,72,Two year,0,High value,Low risk,High value / Low risk,2
9589-ABEPT,92.45,69,Two year,0,High value,Low risk,High value / Low risk,2
4432-ADRLB,44.65,2,Month-to-month,1,Low value,High risk,Low value / High risk,1
4912-PIGUY,84.6,1,Month-to-month,0,High value,High risk,High value / High risk,1
1400-WIVLL,107.95,57,Two year,0,High value,Low risk,High value / Low risk,2
6296-DDOOR,58.2,19,One year,0,Mid value,Low risk,Mid value / Low risk,1
5274-XHAKY,94.3,41,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
3022-BEXHZ,111.2,67,Two year,0,High value,Low risk,High value / Low risk,2
5842-POCOP,88.9,5,Month-to-month,1,High value,High risk,High value / High risk,1
2774-LVQUS,83.05,15,Month-to-month,1,Mid value,Medium risk,Mid value / Medium risk,1
8984-HPEMB,118.65,71,Two year,0,High value,Low risk,High value / Low risk,2
4390-KYULV,20.55,3,Month-to-month,1,Low value,High risk,Low value / High risk,0
7711-GQBZC,24.7,71,Two year,0,Low value,Low risk,Low value / Low risk,0
2000-DHJUY,92.2,70,Two year,0,High value,Low risk,High value / Low risk,2
7880-XSOJX,42.4,4,Month-to-month,0,Low value,High risk,Low value / High risk,1
4395-PZMSN,85.55,5,Month-to-month,0,High value,High risk,High value / High risk,1
0704-VCUMB,20.25,61,Two year,0,Low value,Low risk,Low value / Low risk,0
0323-XWWTN,26.4,3,Two year,0,Low value,Low risk,Low value / Low risk,0
7963-GQRMY,44.3,3,Month-to-month,1,Low value,High risk,Low value / High risk,1
5498-TXHLF,87.45,34,Month-to-month,1,High value,Medium risk,High value / Medium risk,1
5569-IDSEY,105.7,71,One year,0,High value,Low risk,High value / Low risk,2
5982-PSMKW,91.1,23,Two year,0,High value,Low risk,High value / Low risk,2
3486-NPGST,19.55,36,One year,0,Low value,Low risk,Low value / Low risk,0
7718-RXDGG,68.6,15,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
6859-RKMZJ,55.05,11,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
8020-BWHYL,75.3,15,Month-to-month,1,Mid value,Medium risk,Mid value / Medium risk,1
3249-VHRIP,43.6,62,Two year,0,Low value,Low risk,Low value / Low risk,2
3874-EQOEP,95.0,7,Month-to-month,1,High value,High risk,High value / High risk,1
4636-QRJKY,80.5,6,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
1984-GPTEH,25.15,29,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,0
5968-XQIVE,89.7,72,One year,0,High value,Low risk,High value / Low risk,2
0383-CLDDA,85.35,69,Two year,0,High value,Low risk,High value / Low risk,2
0125-LZQXK,101.35,15,Month-to-month,1,High value,Medium risk,High value / Medium risk,1
1699-TLDLZ,19.7,16,Two year,0,Low value,Low risk,Low value / Low risk,0
1732-VHUBQ,70.55,47,Month-to-month,1,Mid value,Medium risk,Mid value / Medium risk,1
4342-HFXWS,69.7,48,One year,0,Mid value,Low risk,Mid value / Low risk,2
8039-ACLPL,68.75,72,Two year,0,Mid value,Low risk,Mid value / Low risk,2
0491-KAPQG,73.7,21,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
7566-DSRLQ,110.15,72,Two year,0,High value,Low risk,High value / Low risk,2
3701-SFMUH,69.7,7,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
8063-GBATB,85.25,27,Month-to-month,1,High value,Medium risk,High value / Medium risk,1
7341-LXCAF,74.65,4,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
5175-AOBHI,46.0,4,Month-to-month,1,Low value,High risk,Low value / High risk,1
9172-JITSM,90.8,26,Month-to-month,1,High value,Medium risk,High value / Medium risk,1
9003-CPATH,79.9,42,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
8645-KOMJQ,81.95,69,Two year,0,Mid value,Low risk,Mid value / Low risk,2
1306-RPWXZ,20.45,49,Two year,0,Low value,Low risk,Low value / Low risk,0
7595-EUIVN,75.8,1,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
6368-NWMCE,68.15,38,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
1666-JXLKU,100.05,37,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
6727-IOTLZ,81.95,14,Two year,0,Mid value,Low risk,Mid value / Low risk,1
8580-AECUZ,79.1,1,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
5624-RYAMH,19.5,9,Month-to-month,0,Low value,High risk,Low value / High risk,0
9828-QHFBK,51.15,24,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
9415-TPKRV,55.75,8,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
3049-NDXFL,85.8,1,Month-to-month,1,High value,High risk,High value / High risk,1
2235-EZAIK,79.2,72,Two year,0,Mid value,Low risk,Mid value / Low risk,2
4389-UEFCZ,105.5,72,Two year,0,High value,Low risk,High value / Low risk,2
5084-OOVCJ,55.35,17,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
0361-HJRDX,64.35,68,Two year,0,Mid value,Low risk,Mid value / Low risk,2
9114-AAFQH,65.65,48,One year,0,Mid value,Low risk,Mid value / Low risk,2
4431-EDMIQ,75.7,7,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
6174-NRBTZ,30.75,46,One year,0,Low value,Low risk,Low value / Low risk,0
1842-EZJMK,103.7,50,Month-to-month,1,High value,Medium risk,High value / Medium risk,2
6475-VHUIZ,54.25,23,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
3752-CQSJI,20.45,13,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,0
8606-OEGQZ,25.3,18,Two year,0,Low value,Low risk,Low value / Low risk,0
9361-YNQWJ,24.4,64,One year,0,Low value,Low risk,Low value / Low risk,0
0130-SXOUN,89.4,66,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
7102-JJVTX,48.6,9,One year,0,Low value,Low risk,Low value / Low risk,1
4094-NSEDU,94.25,21,Month-to-month,1,High value,Medium risk,High value / Medium risk,1
6772-WFQRD,20.4,40,One year,0,Low value,Low risk,Low value / Low risk,0
7021-XSNYE,49.65,7,Two year,0,Low value,Low risk,Low value / Low risk,1
4010-YLMVT,106.6,56,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
8966-OIQHG,20.75,22,One year,0,Low value,Low risk,Low value / Low risk,0
3376-BMGFE,70.9,4,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
0723-DRCLG,74.45,1,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
5222-IMUKT,91.05,32,Month-to-month,0,High value,Medium risk,High value / Medium risk,1
8319-QBEHW,39.95,26,One year,0,Low value,Low risk,Low value / Low risk,1
1337-BOZWO,46.4,18,One year,0,Low value,Low risk,Low value / Low risk,1
3174-RKMOW,109.95,35,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
4900-MSOMT,80.2,72,Two year,0,Mid value,Low risk,Mid value / Low risk,2
4472-VESGY,98.15,52,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
8972-HJWNV,84.55,7,Month-to-month,1,High value,High risk,High value / High risk,1
4480-MBMLB,104.8,36,One year,0,High value,Low risk,High value / Low risk,2
0396-HUJBP,19.3,2,Month-to-month,0,Low value,High risk,Low value / High risk,0
1397-XKKWR,35.3,7,One year,0,Low value,Low risk,Low value / Low risk,1
8944-AILEF,19.45,15,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,0
3422-GALYP,79.45,2,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
4872-JCVCA,47.6,71,Two year,0,Low value,Low risk,Low value / Low risk,2
0064-YIJGF,75.75,27,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
4385-ZKVNW,54.9,44,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
2361-UPSND,70.6,46,One year,0,Mid value,Low risk,Mid value / Low risk,2
7328-OWMOM,20.1,31,One year,0,Low value,Low risk,Low value / Low risk,0
0565-IYCGT,78.6,69,One year,1,Mid value,Low risk,Mid value / Low risk,2
8201-AAXCB,60.35,25,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
0487-VVUVK,19.15,25,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,0
3870-SPZSI,113.05,70,Two year,0,High value,Low risk,High value / Low risk,2
2545-LXYVJ,20.7,72,Two year,0,Low value,Low risk,Low value / Low risk,0
2372-HWUHI,44.35,2,Month-to-month,1,Low value,High risk,Low value / High risk,1
3806-DXQOM,33.65,4,Month-to-month,1,Low value,High risk,Low value / High risk,1
7973-DZRKH,90.95,66,Two year,0,High value,Low risk,High value / Low risk,2
