Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed,name_available,description_available,name_char_count,description_char_count,description_word_count,sentiment_available,sentiment_score,sentiment_magnitude,sentiment_sentence_count,sentiment_token_count,sentiment_entity_count,metadata_available,metadata_image_count,vision_labels_per_image_mean,vision_label_score_mean,vision_label_score_max,vision_unique_label_count,vision_colors_per_image_mean,vision_crop_hints_per_image_mean,image_pixels_available,image_pixels_count,image_width_mean,image_width_max,image_height_mean,image_height_max,image_aspect_ratio_mean,image_aspect_ratio_max,image_resolution_pixels_mean,image_resolution_pixels_max,image_brightness_mean,image_brightness_max,image_contrast_mean,image_contrast_max,image_colorfulness_mean,image_colorfulness_max,image_edge_variance_mean,image_edge_variance_max,image_aspect_ratio_sd
1,Jacktee,24,128,0,1,2,7,0,1,1,3,3,1,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,Dog found wandering in selayang. adoption fees will be charged for neutering and necessary. This is a pure jack russell terrier. Small size . weighs about 6 kg. Suitable for terrace house or larger with plenty of space to run. Not suitable for condo or apartments. Very attached to ppl and very gentle.,67967b0b0,5.0,2,1,1,7,302,52,1,0.1,2.9,8.0,0.0,11.0,1,5.0,9.0,0.7432957060000001,0.94035906,18.0,10.0,1.0,1,5.0,292.8,400.0,373.2,400.0,0.8327518796992482,1.5037593984962405,106400.0,106400.0,149.19649,155.8794,50.028248,54.858677,19.14361619077355,37.89399896934319,3190.815,3629.188,0.3355037593984962
1,Nala,13,307,0,1,1,4,7,2,1,2,2,2,1,1,0,41401,7bf5d51f3cb9bea959507f35ba09f0a6,0,"Nala is a rescued cat. I got her from a friend who was leaving the country. I took her in, unfortunately, I have to leave the country now. She has lived in an apartment all her life. She is extremely friendly to people. I will miss so many things about her. How she wakes me up in the morning or how she cuddles up with me when I am working.",d22eb6266,4.0,4,1,1,4,341,70,1,0.3,2.2,7.0,0.0,8.0,1,4.0,10.0,0.8182013510000001,0.99461263,20.0,10.0,1.0,1,4.0,407.5,640.0,479.75,480.0,0.8492519137091161,1.3333333333333333,195532.5,307200.0,130.54507,176.04485,57.575096,72.645676,28.645762377824447,45.31753833586414,2930.3367,3777.409,0.2896511983167896
1,Bubu Boy,1,307,0,1,2,7,0,2,2,2,2,2,1,1,0,41401,51e1be357201ac5c9ee758096546f846,0,"Clumsy , cute ŷand friendly little boy! Youngest in the family that loves cuddle. very adorable and knows how to wage tail upon seeing people! make u happy seeing him.",9e399c659,12.0,1,1,1,8,167,29,1,0.8,3.2,4.0,0.0,5.0,1,12.0,9.416666666666666,0.7839993303539823,0.97268915,28.0,10.0,1.0,1,12.0,316.6666666666667,400.0,383.3333333333333,400.0,0.8472222222222222,1.3333333333333333,120000.0,120000.0,98.26135,135.7682,56.73601,69.51017,20.82591673003216,39.60772278666347,2800.379,4003.3777,0.21739549781247952
1,Y3,2,307,307,2,1,2,7,2,2,2,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption,9a5da8156,4.0,3,1,1,2,12,2,1,0.0,0.0,1.0,0.0,1.0,1,4.0,10.0,0.73997880725,0.94446856,15.0,10.0,1.0,1,4.0,362.5,640.0,450.0,480.0,0.8663194444444444,1.7777777777777777,154800.0,230400.0,122.3199,124.08191,52.89178,58.1885,21.47074515659835,22.61867256523233,2666.3926,2859.713,0.5262307141051277
1,,2,307,0,2,1,7,0,2,1,3,3,3,1,1,0,41326,1be9bc35e90d4a85f211f141a2312ebd,0,"Lovely 2 mths young pup, play fetch, understand command "" NO/Sit/Wait, toilet train. active happy pup. She is very adorable; very smart, learn tricks fast.Not sure which breed as my friend found on the street. Anyone interested, Please call me or Joanne.",365f29337,1.0,2,0,1,0,254,44,1,0.5,2.2,4.0,0.0,10.0,1,1.0,10.0,0.679162049,0.9405033,10.0,10.0,1.0,1,1.0,258.0,258.0,399.0,399.0,0.6466165413533834,0.6466165413533834,102942.0,102942.0,81.12125,81.12125,56.852833,56.852833,29.349354523733915,29.349354523733915,2152.8743,2152.8743,0.0
1,Simba,82,189,0,1,1,0,0,3,1,1,1,1,1,1,300,41326,20e79a294bb929f425376c8e54e1df51,0,"I have had Simba since a puppy, a beautiful loving dog who has given my family so much joy and happiness. I am moving and will not be able to bring him along. I would like to find someone who appreciates him and give him a good home. For those who care about the breed details, he is of imported lineage, with MKA cert and Microchip. Contact me for details.",b9086e44f,3.0,0,1,1,5,357,70,1,0.2,2.9,5.0,0.0,13.0,1,3.0,9.0,0.800605712962963,0.99059176,13.0,10.0,1.0,1,3.0,422.0,640.0,474.6666666666667,480.0,0.894492337164751,1.3793103448275863,199146.66666666666,296960.0,44.813213,86.2832,43.44527,73.15559,39.90516704563512,51.077504991482485,2140.0862,2825.1963,0.34292358950653057
2,Bai Bai,2,266,0,2,1,6,7,1,1,2,2,2,1,1,0,41330,516f977d15884235c7887912fdbaf0c6,0,"About Bai Bai Name： Bai Bai (meaning white) DOB: /13 Gender: Female Adoption fees: FREE (but i would appreciate if adopter can sponsor me some cat food) Collection at Kampar, Perak only. (nearby UTAR) Reason for adoption Bai Bai's mother is a stray cat & I've been feeding her since 6 months ago. However, it is a quite heavy burden for me to pay for their living cost when the kitten are growing older & older because I'm just a student without any extra income. Criteria for adoption: 1. able to provide food, shelter, medical care (when necessary) and sufficient exercise (toys & playtime) & adequate love. 2. to be kept indoors at all times. 3. to be nuetured when old enough.(hopefully, please) 4. to provide updates until we are certain he is able to adjust to new environment. 5. any problems in keeping him, adopter must return him to rescuer immediately, no questions asked. Please give her a forever home and do not abandoned her in future. Kindly contact us if you are genuine in committing to the criteria above.",24ea0569a,5.0,1,1,1,7,1024,181,1,0.2,3.5,14.0,0.0,33.0,1,5.0,10.0,0.7952435464,0.9944816,17.0,10.0,1.0,1,5.0,584.0,640.0,480.0,480.0,1.2166666666666666,1.3333333333333333,280320.0,307200.0,119.8728,130.6909,42.77132,46.10662,25.358962647135336,40.165251212035685,1257.9572,1573.5111,0.2333333333333333
1,Jefry,24,82,0,1,1,0,0,2,2,1,1,2,1,1,0,41401,2056ffefa76cd5f7a1179ffbfce98b32,0,"Thank you Mr.Yeow and family for adopting Jefry. Although my family and I are sad that he is not part of our family anymore,we are happy that with God's grace, he has found a new cosy and loving HOME. Thank you again,will miss Jefry very much.",1b5fd0e44,1.0,3,1,1,5,243,50,1,0.4,1.2,3.0,0.0,9.0,1,1.0,7.0,0.7992321985714287,0.9494064,7.0,10.0,1.0,1,1.0,400.0,400.0,300.0,300.0,1.3333333333333333,1.3333333333333333,120000.0,120000.0,118.54171,118.54171,54.494858,54.494858,7.403484280186438,7.403484280186438,1906.0172,1906.0172,0.0
2,,1,266,0,3,1,0,0,1,1,2,1,1,1,5,0,41326,81ce0fa383087879c693ebbde493b5fe,0,pls adopt this kitten...sgt comel lincah dan cerdik...just call me..jue,319ae7620,0.0,4,0,1,0,71,13,1,0.2,0.2,1.0,0.0,2.0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,
1,Active & Lovely Pups,1,307,307,3,1,2,7,2,1,2,2,2,1,5,0,41326,7359ab2ebec2edb2b25d2922fc7e47d1,0,"Someone dumped the puppies around my office area in Selayang. The mother dog is not around. A lady has been look after them for 1 week. As she owned 5 dogs here and her current situation is not allowed, she hope if there is anyone could adopt the puppies. Puppies are active & lovely. They are waiting for a forever home. Please pm if interested! Transport could be discussed & arrange for KL & Selangor area. TQ!",be340bbe7,11.0,3,1,1,20,413,74,1,0.0,2.5,9.0,0.0,18.0,1,11.0,9.0,0.7621568324242424,0.9844616,21.0,10.0,1.0,1,11.0,359.8181818181818,360.0,480.0,480.0,0.7496212121212121,0.75,172712.72727272726,172800.0,121.19196,170.35158,64.19625,82.1369,43.13984099906372,73.07409643790655,2921.6826,3913.1414,0.0011978324470334728
1,Maaya,48,206,0,2,2,0,0,2,2,1,1,2,1,1,0,41401,e770913c57fc1cb8b0fe3acb92b2c7f5,0,"4 year old female siberian husky for adoption to a loving home,preferably someone who has/had experience with huskies,very loving and gentle love kids,owner terminally ill and haven't got much time left (going to die soon),i have been getting a lot of inquiries and some of them are pure nonsense..here are the rules,if you cant understand i strongly suggest you get a dictionary... 1.She is a living being.Stop asking as if i am giving away a free object. 2.I am not going to give her until i am physically unable to care for her (huskies require a lot of patience,if you can't even have the patience to wait for a couple of months, don't even bother asking) 3.Stop asking for more pictures,i know some are concerned about scammers,for god's sake if i were a scammer i would ask you a gazzillion dollars before i let my dog go.. 4. Stop asking me you need to adopt urgently!! she is not a paramedic..so whats all that urgency about? 5.yes she will be spayed before i give her. 6.I am going to die soon..so i really don't give a shit what you think of me. hopefully this will filter the unnecessary people who just wants to breed or make use of my baby..genuine good hearted animal lovers are welcome..sorry for being straight forward.",370d17232,1.0,4,1,1,5,1235,245,1,-0.3,4.1,8.0,0.0,34.0,1,1.0,10.0,0.8348743050000001,0.9405947,10.0,10.0,1.0,1,1.0,640.0,640.0,480.0,480.0,1.3333333333333333,1.3333333333333333,307200.0,307200.0,130.82434,130.82434,40.91947,40.91947,47.612201343176245,47.612201343176245,1425.1078,1425.1078,0.0
2,,2,265,0,3,7,0,0,2,2,1,1,2,1,6,0,41326,d20e03b8c267bdc3fdf0197a471fc276,0,"5 adorable kittens and 1 mother cat for adoption! All with white coat and long tail, except for one with tri-colour(Flower). Rescued from Pasar, please text me at, I'm staying in SS2, Petaling Jaya.",fae628c13,7.0,3,0,1,0,198,37,1,0.3,1.1,3.0,0.0,12.0,1,7.0,10.0,0.799980659,0.99448305,19.0,10.0,1.0,1,7.0,380.85714285714283,400.0,285.14285714285717,400.0,1.3839366272824918,1.5037593984962405,106400.0,106400.0,97.27687,112.64839,58.29181,68.55477,38.93968297021139,61.419511990503935,2737.658,4671.797,0.29350464903993273
2,Tonny,5,266,0,1,1,2,0,3,3,2,2,2,1,1,50,41326,28e30da41b4db9c4c875362febc27f7d,0,so energetic,c72bd65dc,6.0,4,1,1,5,12,2,1,0.5,0.5,1.0,0.0,0.0,1,6.0,10.0,0.8411273986666666,0.99383867,19.0,10.0,1.0,1,6.0,400.0,400.0,300.0,300.0,1.3333333333333333,1.3333333333333333,120000.0,120000.0,160.7881,173.19853,50.780502,62.65865,35.49783080621304,53.65825483635849,3479.9521,3962.7693,0.0
2,George & Michelle,2,265,0,3,1,6,7,2,2,2,2,2,1,2,0,41326,c97c9fdf4f9e4c3c2839ca6279a22742,0,For adoption are two rescue kittens about 2-month-old. Location is in Shah Alam. There are no adoption fee but adopter must: - VACCINATE and NEUTER/SPAY cat when they are old enough - Keep cat INDOORS and NOT CAGED - NO COMMERCIAL FOOD because it is not good for their long term health - Add rescuer on Facebook for REGULAR UPDATES - Live in an residential where PETS ARE ALLOWED Absolutely NO BREEDERS allowed. There are too many homeless cats out there already. Please consider carefully before adopting. A cat is a LIFETIME COMMITMENT. Please e-mail if interested. Thank you.,fd23f6a15,1.0,2,1,1,17,578,98,1,0.0,1.2,8.0,0.0,16.0,1,1.0,10.0,0.8525693650000001,0.99435455,10.0,10.0,1.0,1,1.0,400.0,400.0,267.0,267.0,1.4981273408239701,1.4981273408239701,106800.0,106800.0,117.78424,117.78424,44.919308,44.919308,33.50102503686534,33.50102503686534,3830.9417,3830.9417,0.0
1,Hazel,1,307,0,2,2,7,0,2,2,2,2,2,1,1,0,41326,fa63dddab6cbebb45778cac54f5406dc,0,"Very healthy mixed breed pup, rescued from ""abandonment"". Puppy is in the pink of health, well groomed and responding very well to training. She is very playful yet obedient (suprisingly so for such a young pup). Currently being fostered by a neighbour and urgently seeking a new home as my neighbour is not able to foster for much longer. Only request is that the future owner takes good care and does not dump / abandon the puppy at their own will. It's a responsibility that requires both time and dedication.",a88845c74,3.0,2,1,1,5,512,90,1,0.4,3.5,6.0,0.0,17.0,1,3.0,9.666666666666666,0.7660294624137932,0.9690888,16.0,10.0,1.0,1,3.0,516.3333333333334,640.0,399.0,479.0,1.3756820829529175,1.7827298050139275,196123.66666666666,229760.0,110.464134,118.11628,57.605854,68.09693,29.951978748898586,34.8062519743242,2222.6453,3106.423,0.5756524090717543
1,Pandan   Indah,3,307,0,1,1,0,0,2,1,2,2,2,1,2,0,41326,d48a5724005068359e4af9f67c035df0,0,"For serious adopter only . Free adoption for male pups .it's three months old. The mon gave birth for 9 pups . 7 adopted .Left 2 black pups with little bit white fur at the neck area. If interested , pls SMS to me only .Please give the little pups a home.",387147d00,8.0,2,1,1,14,255,50,1,0.0,1.5,5.0,0.0,10.0,1,8.0,9.5,0.7980259010526316,0.98512757,25.0,10.0,1.0,1,8.0,400.0,400.0,300.0,300.0,1.3333333333333333,1.3333333333333333,120000.0,120000.0,112.37192,142.33305,71.677216,82.074684,59.74480248182561,121.14305914720543,4134.7393,5015.119,0.0
2,KANTHAKA,2,299,0,2,1,7,0,2,1,2,1,2,1,1,0,41326,744fa4278196568a18fcf5cd7d324ed2,0,,97f0a97ef,1.0,2,1,0,8,0,0,0,,,,,,1,1.0,10.0,0.7776665880000001,0.99211043,10.0,10.0,1.0,1,1.0,400.0,400.0,300.0,300.0,1.3333333333333333,1.3333333333333333,120000.0,120000.0,140.08882,140.08882,56.325367,56.325367,32.87038876896054,32.87038876896054,4990.3174,4990.3174,0.0
1,Little Pup,3,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,07e4c1d592879ec255e03ac758e64f7c,0,"Update: Little pup has had a trip to the vet and is in good health! She has also been de-wormed and vaccinated :) Good home needed for ""little pup"" girl who is kind, friendly and loves people. Her traits: Female pup, likely 2-3 months old. She's friendly, loves being around people and has a bushy tail. Her story: We found this lovely little pup a couple of days ago, when she was almost knocked down by oncoming traffic at the Desa ParkCity roundabout. She happily strolled across several cars, seemingly unaware of the danger she was in, so we stopped to call her away from the road. She immediately ran over to us while happily wagging her tail – and that's when we realised just how friendly she was. Her health: ""Little pup"" is clean and appears healthy.",c320a6005,10.0,3,1,1,10,760,140,1,0.4,5.3,9.0,0.0,25.0,1,10.0,8.5,0.8074527210588235,0.985136,18.0,10.0,1.0,1,10.0,528.0,640.0,556.3,640.0,0.9364750450250602,1.2237093690248566,302272.0,409600.0,124.952255,143.01483,45.76116,68.4915,23.89206384722336,34.95962442509028,3210.6877,4671.0435,0.16670011352160963
1,Puppies,3,307,0,3,1,0,0,2,1,2,2,2,1,3,0,41324,36a818c119fd1f1cfa783406d167ca73,0,"Those little ones were rescued from taman bukit beruang permai, melaka! 3 male(2black 1white) 1female(black). The white puppy has been adopted. They were found wandering around a neighbourhood. We fear for their lives and decided to take them in before the dog catchers find them. Dog catchers at that area are very active and they act very quickly. Those little ones are very fond to be aorund with people.They seriously need a home and for someone to care and love them as well.",6f0d943dc,1.0,2,1,1,7,480,86,1,0.2,2.0,7.0,0.0,13.0,1,1.0,10.0,0.7912124800000001,0.95299804,10.0,10.0,1.0,1,1.0,226.0,226.0,400.0,400.0,0.565,0.565,90400.0,90400.0,123.463295,123.463295,71.134315,71.134315,13.893957903468431,13.893957903468431,6026.5444,6026.5444,0.0
2,,29,266,0,2,2,7,0,2,1,3,3,2,1,1,0,41326,645f30b81f1d35dffca7520fad7138ca,0,"Sweet, Playful and always hungry, loves light petting and massages on the neck.",729042a8f,3.0,4,0,1,0,79,13,1,0.9,0.9,1.0,0.0,5.0,1,3.0,10.0,0.7826710813333334,0.99410224,14.0,10.0,1.0,1,3.0,320.6666666666667,400.0,399.6666666666667,400.0,0.8022034252297411,1.0,128181.0,160000.0,128.66386,151.4942,58.488323,65.07246,18.354586905045938,24.009685517077695,2133.9001,2684.5933,0.14797892969097645
1,Coco & Fifi,5,141,218,2,5,7,0,2,1,1,1,1,1,1,0,41401,64f4350e25bc0415f51efe524098dff7,0,Thanks to Valarie from Putra Heights to adopt my lovely Fifi and now taking good care of her. And Thanks to Jasmine from Penang to adopt my Coco!!!,f48338adb,5.0,2,1,1,11,147,28,1,0.7,1.4,2.0,0.0,9.0,1,5.0,9.8,0.7605270512244898,0.96442914,20.0,10.0,1.0,1,5.0,399.0,399.0,225.0,225.0,1.7733333333333334,1.7733333333333334,89775.0,89775.0,77.78502,84.743034,37.281425,48.98516,26.92425310288966,43.30652123870823,2536.2373,4225.77,0.0
1,"Taco, Waffles, Pringle, Rum & Cola",5,307,0,2,1,2,7,2,1,1,1,2,1,6,72,41336,bc02af4b0a561334e3e4561597b969a6,0,"*PUPPIES FOR ADOPTION!* 6 female puppies, rescued strays. I rescued the entire litter when they were just 2 weeks old (at the end of February). Now 5 months old and located in Johor Bahru. Mixed breed. There are 2 black, 2 light brown, 1 white and 1 darker brown available. I have most of them pictured below. ================================== Full story 🙂 I rescued 8 puppies and their mum at the end of February in Batang Kali, Pahang. I found them seeking shelter in a drain while some kids were throwing rocks at them. Why anyone would want to hurt these tiny creatures is beyond me and just broke my heart!! I wasn't able to take them the day I discovered them but after a guilty, sleepless night I went back to get them all. The mum, Bailey was and is unbelievably gentle and trusting from the start, and just wonderful (she's also looking for a home). She was incredibly skinny and had some skin issues but is now looking times better. Fast forward 5 weeks, after a five hour road trip to Johor Bahru, plenty of love, care and attention, these pups are now 2 months old and ready to find new loving homes. They have all been dewormed, weaned and are in very good health. As they have only just turned 2 months they are now due their first vaccinations, which I will do so the adoption fee is the cost of the vaccination. Please share and help me find them new loving home!",742462799,20.0,4,1,1,34,1380,255,1,0.1,7.7,16.0,0.0,42.0,1,20.0,8.25,0.7583841236363635,0.9790818,22.0,10.0,1.0,1,20.0,393.0,640.0,486.15,603.0,0.8051513266998341,1.3333333333333333,192576.0,385920.0,125.009995,154.39876,56.91449,70.22365,22.68581415193436,36.91545246313427,3866.8716,5997.449,0.19836577903008928
2,Poes,5,266,0,1,1,0,0,2,1,1,1,2,1,1,0,41401,a0e6d9865ef226e75bbe3c8c685d8d29,0,"Poes at about six weeks old. He is a nice and active cat, and much fun to be around :) Now my personal circumstances have changed and I have to be abroad often, so I'm looking for a new owner to take care of him... All the stuff to take care of him are included, like eating trays, litterbox, toys.",6223c652f,5.0,2,1,1,4,298,60,1,0.3,1.2,4.0,0.0,10.0,1,5.0,9.4,0.7883431174468085,0.99387926,25.0,9.8,1.0,1,5.0,528.0,640.0,480.0,480.0,1.0999999999999999,1.3333333333333333,253440.0,307200.0,148.06313,178.37616,66.65379,83.24193,9.085688604004933,12.303485285559525,2121.0854,2549.077,0.28577380332470403
1,Julie,10,205,0,2,5,7,0,1,2,1,1,2,1,1,0,41401,44afdefac6753b5e458c1ad288bf7561,1,"I have a dog as you can see in the picture ,I love her but i have to find her a new house because my studio flat is very small for her and she is alone many hours in house and also i will not be a long time in Malaysia. she is so cute and lovely , trained and playful . There is only 1 issue with her that she is a ***SUBMISSIVE*** dog bcoz she is still young and will be ok after getting older in some months. As I love her i have strict conditions for the adopter. main adoption conditions are: 1) The adopter must be a real DOG LOVER 2) The adopter must be active on Facebook so that we can get updates . 3) The adopter must exercise dog by taking him out for walks once a day or once in two days. 4) The adopter must be financially willing to provide for a high-maintenance dog especially premium food and regular grooming. The adopter must provide the basic preventive dog care such as the yearly vaccination and monthly spot-on application to prevent ticks/fleas/heartworms. 5) The dog must be fed with proper premium dog dry food and no wet food or food scraps. 6) She must be kept indoors due to her small size. If you're interested to adopt , please whatsapp/viber or send an email to my email address () and please introduce yourself by your basic information and past history of keeping pets , your house conditions ,etc . Any juvenile-type e-mails without providing the necessary details (ie tell me about yourself, your place and dog ownership experience) required will be not be replied. Please don't just provide a phone number because I won't call/sms and prefer to correspond by msg first. My apologies if the above questions seem to be intrusive or offensive in any way but we are looking for a truly loving and responsible adopter for them. Please note that there is no right or wrong answers as we just wish to learn more about potential adopter before making the decision. ***STRICTLY NO AGENT AND NO PET DEALERS*** Thanks.",c1917c88e,5.0,1,1,1,5,1944,363,1,0.3,8.5,14.0,0.0,56.0,1,5.0,10.0,0.8326691563999999,0.96773756,18.0,10.0,1.0,1,5.0,273.0,285.0,480.0,480.0,0.56875,0.59375,131040.0,136800.0,110.69658,135.99889,46.02893,58.785873,29.83043756978026,37.192960596647794,1327.4836,1884.7576,0.012499999999999999
2,"Bella , Simba, Lion",5,266,0,2,1,5,7,2,1,2,1,2,1,3,0,41401,39d8928602dd1af94715a7ce5bb62478,0,"Bella - black & white Simba - Orange & white Lion - Orang & white (ada corak pada bulu di badan) ketiga tiga dalam keadaan yang sihat, aktif bermain. mudah mesra, nakal. maklumlah, baru nak besar. but, gelagat mereka memang akan menghiburkan ! :)",f296a9ee2,5.0,4,1,1,19,246,36,0,,,,,,1,5.0,8.2,0.783698191707317,0.99452984,20.0,10.0,1.0,1,5.0,400.0,400.0,300.0,300.0,1.3333333333333333,1.3333333333333333,120000.0,120000.0,116.22892,137.70122,60.918324,69.9518,46.53472949814376,58.21543485179567,3099.9316,3775.657,0.0
1,,10,307,0,1,1,5,7,2,2,2,2,2,1,1,0,41326,9ea86f5e03348e2b1c3cd989bbc2f7c9,0,This poor puppy follow me home when I was walking my dog last Friday and stay until today. He is very friend and playful. I can't keep him because I already has 1 dog. Do contact me if you are interested. Update : Got warning from neighborhood community that they will get MBSA to take the dog away because he get loose on last Friday and chase some kids until one kid fall down and injured his knee. So if there is anyone who is kind can offer him a place call home would be highly appreciated.,63057be1d,2.0,3,0,1,0,495,97,1,0.0,3.2,6.0,0.0,15.0,1,2.0,9.0,0.7734096266666666,0.977827,11.0,10.0,1.0,1,2.0,360.0,360.0,480.0,480.0,0.75,0.75,172800.0,172800.0,153.51704,154.70421,60.478867,60.60076,28.096761040886772,28.30473992854359,3831.5464,3903.0808,0.0
1,Buddies For Adoption,6,307,307,3,1,5,0,2,2,1,1,1,1,2,0,41330,60689896aa0edff3a4f05b890bdafd26,0,Hi everyone these are rescued strays open for adoption the cream and small looking furkid is called srigala she is a 1 year old female and the male ia called guiness abt 6 months old. Guiness has a very timid attitude due to his past thats why srigala plays an important role in his life. I really hope someone can open their home to this buddies.,91f52526f,2.0,2,1,1,20,347,66,1,-0.1,1.3,3.0,0.0,17.0,1,2.0,8.5,0.7746265070588236,0.9699991,10.0,10.0,1.0,1,2.0,270.0,270.0,480.0,480.0,0.5625,0.5625,129600.0,129600.0,111.03673,146.90607,50.726128,59.530544,20.03801623517328,21.971587944206785,2768.729,3096.5498,0.0
1,,60,195,0,1,1,6,0,1,1,3,3,2,1,1,0,41326,cfcbb3a96f8a7592603da9f8cb9f429f,0,"Found roaming on fast lane of LDP (kelana jaya - damansara direction) near paradigm mall at hours on 23 June . Abt 8.5 kg. Seemed to hv had recent short hair cut. No collar nor any form of ID attached. Hv some skin sensitivity. From its teeth condition, estimate age is 5 yrs or more.",a6da4c5df,3.0,1,0,1,0,284,54,1,0.1,1.4,6.0,0.0,13.0,1,3.0,10.0,0.8264722403333333,0.96644205,12.0,10.0,1.0,1,3.0,266.6666666666667,320.0,293.3333333333333,320.0,0.9444444444444443,1.3333333333333333,76800.0,76800.0,120.77026,128.39935,68.40952,70.63892,19.84230846374433,22.218706058214778,2747.9934,2905.7024,0.27498597046143514
1,Pixie,12,39,307,2,1,7,0,2,3,1,1,1,1,1,0,41326,0477e713352d530285ae3003f0186623,0,"Female dog found wandering in Bandar Kinrara 4, Puchong for a few days dy. It has only a fabric collar ( yellow pattern, colour faded), no ID Tag no license. Currently in my house. Very well manner. Anyone knows the owner/ the owner of this dog PLEASE contact me ASAP. UPDATES: This dog been staying in my house for the past 3 weeks and there is still no news of the owner. Now she's up for adoption. Adopters will have to spay her. I've spoke to a vet right behind of Bdr. Kinrara Giant to offer spaying, deworm and complete vaccination at discounted price. Interested party please do contact me.",ecad4a875,14.0,3,1,1,5,597,111,1,0.1,3.3,11.0,0.0,26.0,1,14.0,9.071428571428571,0.7770741933070867,0.979295,28.0,10.0,1.0,1,14.0,321.92857142857144,400.0,368.85714285714283,400.0,0.9130465367965368,1.5151515151515151,116314.28571428571,120000.0,99.585266,143.7358,53.45389,64.03092,27.183761438437152,51.6128101768145,1905.959,4165.6636,0.3033347985563583
2,Kitten RA7,12,266,0,2,1,2,7,2,1,2,2,2,1,1,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,Rescued her when she was pregnant. Female-1 years+. not yet vaccine+deworm. Will spay her on./. hope an animal lover can give her a sweet home.,98565468b,1.0,2,1,1,10,143,27,1,0.1,1.1,4.0,0.0,4.0,1,1.0,10.0,0.752945395,0.9906121,10.0,10.0,1.0,1,1.0,360.0,360.0,480.0,480.0,0.75,0.75,172800.0,172800.0,43.851852,43.851852,30.945766,30.945766,13.938980232801276,13.938980232801276,1134.5302,1134.5302,0.0
2,Spunky,60,266,0,2,7,0,0,2,1,1,1,1,1,1,0,41326,2d4de2643c6f5235902b2a5c7dbb850b,0,"Everyone calls me Spunky cos I like to galavant and is full of energy. I love to eat too. My owners say when they see me, they see a ball of white fur rolling around the house. I wonder why.",076e5c59d,1.0,4,1,1,6,190,40,1,0.3,1.4,4.0,0.0,7.0,1,1.0,9.0,0.8061368844444444,0.99380195,9.0,10.0,1.0,1,1.0,400.0,400.0,300.0,300.0,1.3333333333333333,1.3333333333333333,120000.0,120000.0,122.67629,122.67629,25.241076,25.241076,40.91549610032423,40.91549610032423,1432.8457,1432.8457,0.0
1,D6,24,72,75,2,1,2,0,1,2,3,3,3,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption,71eda06c6,5.0,1,1,1,2,12,2,1,0.0,0.0,1.0,0.0,1.0,1,5.0,10.0,0.7578360482,0.98749053,17.0,10.0,1.0,1,5.0,640.0,640.0,360.0,360.0,1.777777777777778,1.7777777777777777,230400.0,230400.0,124.46521,129.56593,57.062813,68.3333,33.14175419886938,42.02652388078006,4423.3257,4706.5303,2.220446049250313e-16
2,,2,299,0,3,1,2,7,1,1,1,1,2,1,2,0,41401,ccab255657ce17ccbde14b74e89353de,0,"I have rescued 3 kittens when they were only a few days old. They are now 2.5 month-old, and fortunately survived to be healthy active kittens. One has been adopted last month, left 2. A boy & a girl. Both kittens have been toilet-trained & given their first vaccine 2 weeks ago. I have put them on Royal Canin diet & Animal Supplement from the vet, to give them a foundation good health. Both kittens are gentle, affectionate w humans, and love to snuggle up to u. Am looking for serious,responsible owner who will give them a good home. I already have 3 adult cats & 50% of my time is outstation work. New owner must promise to neuter them when they are at least 6-month-old",734459ad1,4.0,3,0,1,0,676,128,1,0.1,3.2,10.0,0.0,18.0,1,4.0,10.0,0.7951669690000001,0.99387264,17.0,10.0,1.0,1,4.0,450.0,480.0,480.0,480.0,0.9375,1.0,216000.0,230400.0,137.80905,174.66997,51.144203,54.85359,36.91112785310787,50.77027886182192,2025.9991,2458.2954,0.10825317547305482
1,Miki,3,307,307,1,2,7,0,2,2,2,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,Dog 4 Adoption,d54d84b63,5.0,3,1,1,4,14,3,1,0.0,0.0,1.0,0.0,2.0,1,5.0,10.0,0.7542854264000001,0.9768698,15.0,10.0,1.0,1,5.0,270.0,270.0,480.0,480.0,0.5625,0.5625,129600.0,129600.0,127.45866,131.47304,54.8807,57.266083,41.10150079981023,47.76542462341287,3140.7004,3544.361,0.0
